,seccion,titulo,fecha,resumen,autor,texto,url
279,tendencias,Reaparición de flamenco negro (el único del mundo) causa admiración,2022-07-26T11:58:44-04:00,"Fue avistado en el sur de Chipre, por quinta ocasión en siete años. Su negro plumaje y zigzagueante caminar resalta en medio de una población rosada de flamenco",redaccion,"Este flamenco no es de color rosáceo, ni menos salmón. Es negro y único en el mundo. Se trata de una hembra que se llama Melani (negro, en griego), que hace dos días fue avistada por quinta vez en siente años en el sur de Chipre, lugar donde llegó para alimentarse y pasearse ante la admiración y sorpresa del mundo por su color azabache. Se conoce que los flamencos adquieren su singular tonalidad por la cantidad de carotenoides (pigmentos) presentes en sus dietas. Estas aves suelen extraer los pigmentos de su alimento y disolverlos progresivamente con grasas. Como resultado, el color se acumula en su plumaje. Sin embargo, esto no ocurre en Melani, puesto que padece una enfermedad llamada melanismo, por la cual sus plumas adquieren un color negro y café. Citado por el diario argentino El Clarín, el director del Centro de Educación Ambiental de Akrotiri, Thomas Hadjikyriakou, quien hace seguimiento del ave, informó que el flamenco reapareció este año en el lago salado de Akrotiri, en ocasión de su cumpleaños 10. Lo cierto es que la reaparición de Melani concentró los ojos y las emociones del mundo en su singular plumaje. ",https://www.opinion.com.bo/articulo/tendencias/reaparicion-flamenca-negra-chipre-asombra-mundo/20220726103756874767.html
280,tendencias,"Jennifer López cumple 53 años, recién casada y ""más feliz que nunca""",2022-07-25T20:10:07-04:00,"""Tengo la edad que tengo, pero me siento increíble y estoy más feliz que nunca"", apunta la intérprete, que ha hecho coincidir con su cumpleaños el lanzamiento de una crema corporal de su línea JLo Beauty, reafirmante de glúteo",Washington|EFE,"La cantante, actriz y empresaria estadounidense Jennifer López cumple este domingo 53 años recién casada con el actor Ben Affleck, con nuevos productos en su negocio de cosmética y, según afirma a la revista People, ""más feliz que nunca"". ""Tengo la edad que tengo, pero me siento increíble y estoy más feliz que nunca"", apunta la intérprete, que ha hecho coincidir con su cumpleaños el lanzamiento de una crema corporal de su línea JLo Beauty, reafirmante de glúteos. López y Affleck, de 49 años, se casaron el 16 de julio en Las Vegas y se encuentran de luna de miel en París en compañía de sus respectivos hijos. Anunciaron su compromiso en abril pasado, tras reanudar su relación a principios de 2021, casi dos décadas después de romper sus primeros planes de boda. La intérprete de ""Jenny from the Block"", de origen puertorriqueño y madre de mellizos con el cantante Marc Anthony, acompaña la presentación de su nueva crema con una foto y un video en los que muestra parcialmente su tonificado cuerpo desnudo. ""Creo que puedes estar bien y sentirte estupenda y sexy a cualquier edad. No me gusta nada la frase 'Estás bien para tener 40, o 30 o 50. ¿Por qué no decir simplemente estás bien?"", indica en People, que le hizo la entrevista un día antes de la boda. Affleck, según añade, la ayuda también a sentirse bien en su cuerpo. ""Me dice que le gusto cuando no llevo nada, ni maquillaje ni el pelo arreglado. Aprecia realmente eso, y eso me hace sentirme segura y guapa"". ",https://www.opinion.com.bo/articulo/tendencias/jennifer-lopez-cumple-53-anos-recien-casada-mas-feliz-que-nunca/20220725201057874698.html
281,tendencias,Elon Musk niega una aventura amorosa con la esposa de cofundador de Google,2022-07-25T19:00:34-04:00,,EFE,"El magnate Elon Musk ha negado haber tenido una aventura amorosa con Nicole Shbahan, que fuera esposa del cofundador de Google Sergey Brin, y que esta relación hubiera precipitado el divorcio entre ambos, tal y como informó ayer el diario The Wall Street Journal. A través Twitter y en respuesta a una pregunta hecha en la misma red social y que comentaba la información publicada por el diario, Musk dijo: ""Sergey y yo somos amigos y estuvimos juntos en una fiesta anoche"". ""Sólo he visto a Nicole dos veces en tres años, ambas con muchas otras personas alrededor. Nada romántico"" , dijo. Según el Wall Street Journal, que citaba a personas conocedoras del asunto, el lío amoroso entre Musk y Shbahan puso fin a la larga amistad que el líder de Tesla mantenía con el cofundador de Google. El diario recuerda que Musk, considerada la persona más rica del planeta y Brin, la octava, con fortunas multimillonarias, reconoció que durante años visitó habitualmente a Brin en su casa de Silicon Valley (California). Una amistad que se extendió a los negocios, cuando durante la crisis económica de 2008, Brin aportó unos 500.000 dólares a Tesla, cuando la compañía de vehículos eléctricos de lujo intentaba aumentar su producción. Según las fuentes citadas por el Washington Street Journal, las tensiones entre ambos magnates han aumentado en los últimos meses, hasta el punto que Brin ha ordenado a sus asesores financieros que vendan sus inversiones personales en las empresas de Musk. Los documentos judiciales del divorcio, presentados el pasado enero, citan ""diferencias irreconciliables"" entre la pareja como el motivo de la separación. Siempre de acuerdo con el diario, Brin y Shbahan llevaban un año separados, pero viviendo juntos cuando tuvo lugar el supuesto ""affair"", ocurrido a principios de diciembre.  ",https://www.opinion.com.bo/articulo/tendencias/elon-musk-niega-aventura-amorosa-esposa-cofundador-google/20220725190034874679.html
282,tendencias,"Oruro tiene primer refugio del país y lo llama ""Angelino"", en honor al ""perrito carnavalero""",2022-07-25T11:45:20-04:00,"Es el primer albergue municipal para animales abandonados y en situación de vulnerabilidad del país. Cuenta con dormitorios, peluquería y parque recreativo, entre otros ambient",Redacción,"Los defensores de los derechos de los animales, las fundaciones que se preocupan y ocupan de velar por los perros y gatos en situación de calle no terminan de digerir la gran noticia. El municipio de Oruro ha tomado la delantera y se ha convertido en la primera ciudad de Bolivia que cuenta con un refugio de significativas dimensiones en donde los animales más desfavorecidos se ven ya cobijados. Se trata del Albergue Municipal de Mascotas Angelino, el refugio que ya se encuentra en funcionamiento y que ha tomado su nombre en honor al perrito carnavalero que se robó toda la atención en la entrada del Carnaval de Oruro. Entonces, el cachorro mestizo sin casa apareció entre los bailarines, dando brincos. Finalmente, fue adoptado por la Alcaldía de Oruro, que lo bautizó ""Angelino"". Así las cosas, este espacio municipal sorprende por sus ambientes. Cuenta con peluquería canina, dormitorios, área de cuarentena para los animalitos que requieran tratamiento, sala de maternidad y veterinaria, neonatología veterinaria, clínica veterinaria, farmacia, un parque recreativo, espacios abiertos, un área administrativa y otros. Esta obra de envergadura ha sido impulsada por la Alcaldía de Oruro. En dicho sentido, el burgomaestre Adhemar Wilcarani ha agradecido a las instituciones que coadyuvaron en las labores, durante la ceremonia celebrada el sábado pasado, ocasión en que fue estrenado el refugio municipal. ""Cuando una noche llegamos a Zoonosis, encontramos a perritos en carceletas. Hacían sus necesidades ahí mismo, en los platos de comida estaban sus excrementos, los ambientes eran fríos y pequeños. Eso nos llegó a la sensibilidad. No hemos usado a los perritos en campaña, trabajamos en este proyecto viendo la necesidad de estar acordes a la sociedad de estos tiempos. Esta obra es para beneficio de nuestros angelitos. Felicitamos a los animalistas y a la población. El primer plato de comida debemos servir a nuestros perritos, a ellos solo les falta hablar"", reflexionó Wilcarani. El albergue se sitúa en el sector de Capachos. Silveria Laureano, activista que ha comandado la lucha por la implementación de la Ley 700 en Bolivia, detalló que dentro de los 5.000 metros cuadrados, los animales tienen un santuario y un hospital con todas las condiciones. Asumió que se trata de un ""ejemplo a seguir"". Inés Navia, de la Sociedad Protectora de Animales de Oruro, se sumó a la seguidilla de felicitaciones. ""Esta es la casa de los animales. Agradeceremos a nuestro Alcalde, porque es un activista más en Oruro"". ",https://www.opinion.com.bo/articulo/tendencias/recuerda-perrito-carnavalero/20220725114520874630.html
283,tendencias,Ex Power Ranger es condenado a pena de muerte por triple asesinato,2022-07-25T10:54:12-04:00,A Skylar se le adjudican los mediáticos y brutales asesinatos de Tom y Jackie Hawks en su yate en 2004,AGENCIAS,"La historia de Skylar DeLeon es sumamente atrapante y curiosa. Fue una promesa de la televisión infantil que tuvo un pequeño papel en la famosa serie televisiva Power Rangers, entre 1993 y 1994 y terminó condenado a pena de muerte por tres asesinatos. Su primer nombre fue John Julius Jacobson Jr. Luego cambió dos veces su identidad de género y nombre. Pasó a llamarse Skylar Julius DeLeon, y en prisión se definió como Skylar Preciosa DeLeon. A Skylar se le adjudican los mediáticos y brutales asesinatos de Tom y Jackie Hawks en su yate en 2004. También ha sido declarada culpable del homicidio, en 2003, de Jon Jarvi, un californiano cuyo cadáver fue hallado en México. Los motivos de este crimen se desconocen. De la fama a la Marina de Estados Unidos
Skylar Preciosa DeLeon nació bajo el nombre de John Julius Jacobson Jr el 12 de agosto de 1979, en California, Estados Unidos, y sus padres son John Jacobson y Lisa Wildin. Skylar cambió su nombre por primera vez antes de casarse con Jennifer Henderson para poder separarse de su padre. DeLeon confesó que su progenitor abusó de él y de su madre. A raíz de esto eligió llamarse Skylar DeLeon, viéndolo como neutral en cuanto al género. Con respecto a su carrera, trabajó en distintas ficciones infantiles antes de cambiar su identidad de género y tuvo un breve papel en Mighty Morphin Power Rangers a la edad de 14 años en el episodio ""Segunda oportunidad"". Además, también había aparecido en varios anuncios. Debido a algunos problemas de dinero, dejó la industria y se unió a la Marina de los Estados Unidos a los 20 años. Pero, después de una ausencia no autorizada durante quince días, no le permitieron continuar. DeLeon se casó con Jennifer Henderson en septiembre de 2002, y se divorció en diciembre de 2006. Durante el matrimonio, Skylar y su esposa tuvieron dos hijos. La falta de dinero fue fundamental para que la pareja comenzara a delinquir. Doble asesinato y pena de muerte
Skylar y Jennifer no habían pasado de asaltar algunas pequeñas gasolineras y de estar implicados en el robo de un vehículo. Pero DeLeon quería ir a por algo más, sentía que era el momento de un gran atraco. Sin embargo, el último golpe de Skylar y Jennifer no salió como esperan. Los hechos se remontan a noviembre del 2004, cuando Tom y Jackie Hawks, una pareja de jubilados, puso en venta su yate. La pareja bautizó al barco como Bien Merecido. Era un nombre apropiado para un feliz y exitoso matrimonio de marineros cuyo arduo trabajo les permitió retirarse temprano y realizar la vida de sus sueños. Después de pasar años viajando y viviendo en su bote de 65 pies, Tom Hawks, un culturista de 57 años y ex oficial de libertad condicional con dos hijos de un matrimonio anterior, y su esposa, Jackie, de 47 años, estaban listos para dejar la costa de California y recuperar su vida “terrestre”. Tom quería vender su yate y lo publicó en un periódico local. Rápidamente, DeLeon respondió el anuncio y pidió visitar la embarcación. Fue durante la ""prueba"" del yate, en Newport Beach Harbor, en California, cuando DeLeon, junto con su mujer y tres cómplices: Alonso Machain, Myron Gardner y John Kennedy, atacaron a los dueños con una pistola, los maniataron y les hicieron firmar un documento que les concedía la propiedad del barco. Luego, ataron a la pareja a un ancla pesada y los arrojaron vivos al agua. Los cuerpos de los Hawks nunca fueron encontrados. Fue Machain, uno de los participantes del asalto, quien confesó el crimen durante un interrogatorio policial, en marzo del 2005. 
  ",https://www.opinion.com.bo/articulo/tendencias/ex-power-ranger-es-condenado-pena-muerte-triple-asesinato/20220725104914874625.html
284,tendencias,Polémica: Se revelan los precios que cobraría Albertina por publicidad,2022-07-24T19:30:59-04:00,La influencer cuenta con 5.9 millones de seguidores en TikTok y miles más en sus cuentas de Facebok e Instagram. Hay voces de apoyo y en su con,Redacción | Urgente.Bo,"La tiktoker, Albertina Sacaca, se encuentra nuevamente en el ojo de la tormenta. En esta ocasión, debido a un video que se viralizó este sábado por una persona que la buscó para solicitarle sus servicios publicitarios.  ""Ya hablé con su representante, pero me cotizó 1.000 dólares por un video de TikTok y 700 (dólares) por un video de Facebook. Pero no sé si esos son los precios (...) es que yo en mi negocio gano 1.000 dólares en tres meses con suerte"", se puede escuchar en el video del hombre.  Por su parte, Albertina respondió con otro video en el cual cuenta que dicha persona ya le ""había hecho perder su anterior número (de celular)"" al difundirlo en redes y que incluso fue muy ""irrespetuoso"" con ella.  También aseguró que ella hace publicidad gratis a emprendimientos que son ""buenos y amables"". No obstante, reflexionó que en su proceso de creadora de contenidos aprendió que hay gente buena y personas malas que tratan de aprovecharse de la situación, por ese motivo ahora cuenta con ""un equipo"" que le ayuda en diversos temas. De inmediato, en las redes sociales emergieron comentarios en contra y a favor de la joven debido a los ""elevados"" costos de su trabajo publicitario. Sin embargo, otros usuarios reconocieron que Sacaca es una de las influencers más reconocidas y destacadas en el país. ",https://www.opinion.com.bo/articulo/tendencias/polemica-revelan-precios-que-cobraria-albertina-publicidad/20220724193059874597.html
285,tendencias,"Dwayne Johnson promete ""una nueva era en el universo DC"" con ""Black Adam""",2022-07-23T19:24:40-04:00,"Johnson, conocido mundialmente por la saga ""Fast & Furious"", dio paso al estreno de un nuevo tráiler que confirma que esta superproducción tendrá un tono más intenso, oscuro y violento que otras películas de la factoría ",EFE,"Dwayne Johnson, también conocido como ""The Rock"", robó este sábado todo el protagonismo de la Comic-Con, la feria más importante de la industria del entretenimiento, para presentar ""Black Adam"", su debut en el cine de superhéroes y la gran apuesta de la factoría DC Comics en la gran pantalla. ""Es una nueva era en el universo DC, hemos escuchado a los fans, que son lo más importante"", prometió el actor ante miles de aficionados congregados en el Centro de Convenciones de San Diego. Tal es la apuesta por este filme que el propio Johnson apareció en la convención suspendido en el aire y disfrazado del personaje ""Black Adam"" mientras el resto del público gritó su nombre. ""No sé qué pasó, pero me han dicho que Black Adam estuvo aquí, qué pena habérmelo perdido"", bromeó después en la rueda de prensa. Con un presupuesto que ronda los 200 millones de dólares, ""Black Adam"" tratará de recuperar al público de la popular franquicia de superhéroes después de los resultados irregulares de ""Justice League"" (2017), ""Birds of Prey"" (2020) y las entregas de ""Suicide Squad"" (2016 y 2021). Collet-Serra reconoció ""la presión"" al dirigir el proyecto. ""Ha estado mucho tiempo en preparación (...). Y el personaje era un reto, me gustan los personajes que actúan en una zona gris, con su propio sentido de la justicia"", adelantó sobre el anti-héroe al que Johnson da vida. Antes, Warner Bros. presentó el nuevo tráiler de ""Shazam! Fury of the Gods"", que volverá a contar con Zachary Levi en el papel de este inexperto superhéroe que pisará los cines el 21 de diciembre. ",https://www.opinion.com.bo/articulo/tendencias/dwayne-johnson-promete-nueva-era-universo-dc-black-adam/20220723192440874541.html
286,colibrito,Colibrito Nº 95,2020-04-06T13:18:37-04:00,,Opinión,Descarga nuestro suplemento inflantil AQUÍ   ,https://www.opinion.com.bo/articulo/colibrito/colibrito-no-94/20200406131837760655.html
287,colibrito,El lenguaje de las vacaciones,2016-01-03T20:01:00-04:00,,administrador digital,  ,https://www.opinion.com.bo/articulo/colibrito/el-lenguaje-de-las-vacaciones/20160103200100539980.html
288,colibrito,El Reino del Reves,2016-01-03T20:01:00-04:00,,administrador digital,  ,https://www.opinion.com.bo/articulo/colibrito/el-reino-del-reves/20160103200100539981.html
289,colibrito,El patio,2016-01-03T20:01:00-04:00,,administrador digital,   ,https://www.opinion.com.bo/articulo/colibrito/el-patio/20160103200100539982.html
290,colibrito,¿Qué hay de nuevo?,2016-01-03T20:01:00-04:00,,administrador digital,  ,https://www.opinion.com.bo/articulo/colibrito/iquest-qu-eacute-nuevo/20160103200100539983.html
291,colibrito,¡Atrévete a escribir!,2016-01-03T20:01:00-04:00,,administrador digital,  ,https://www.opinion.com.bo/articulo/colibrito/iexcl-atr-eacute-vete-escribir/20160103200100539984.html
292,colibrito,Magia en la naturaleza,2016-01-03T20:01:00-04:00,,administrador digital,  ,https://www.opinion.com.bo/articulo/colibrito/magia-en-la-naturaleza/20160103200100539985.html
293,colibrito,La Navidad y el Año Nuevo en diferentes países del mundo,2015-12-17T22:28:00-04:00,,,  ,https://www.opinion.com.bo/articulo/colibrito/navidad-ntilde-nuevo-diferentes-pa-iacute-ses-mundo/20151217222800538794.html
294,colibrito,Atrévete a escribir,2015-12-17T22:27:00-04:00,,,  ,https://www.opinion.com.bo/articulo/colibrito/atr-eacute-vete-escribir/20151217222700538793.html
295,colibrito,El niño nació en Belén,2015-12-17T22:26:00-04:00,,,  ,https://www.opinion.com.bo/articulo/colibrito/ni-ntilde-naci-oacute-bel-eacute-n/20151217222600538791.html
296,colibrito,Qué de hay de nuevo,2015-12-17T22:26:00-04:00,,,  ,https://www.opinion.com.bo/articulo/colibrito/qu-eacute-de-hay-de-nuevo/20151217222600538792.html
297,colibrito,Palabras para regalar,2015-12-17T22:25:00-04:00,,,  ,https://www.opinion.com.bo/articulo/colibrito/palabras-para-regalar/20151217222500538790.html
298,ciencia,"Astrónomo de la NASA: observaremos los ""primeros instantes"" tras el Big Bang",2022-07-13T17:46:35-04:00,,EFE,"El telescopio espacial James Webb ha entregado sus primeras imágenes y con ellas ha empezado a ensanchar la observación humana del cosmos, del que se podrán conocer ahora sus primeras estrellas, galaxias y ""los primeros instantes"" tras el Big Bang, dice a Efe el científico de la NASA Lucas Paganini. ""Nos va a permitir observar lo que ocurrió en los primeros instantes de la creación del universo"", recalcó el investigador planetario, para quien el telescopio James Webb, hasta la fecha el mas grande (del tamaño de una cancha de tenis) y potente que se ha enviado al espacio, es ""una máquina del tiempo"" que revelará lo que pasó hace ""miles de millones de años"". Si su antecesor, el telescopio Hubble, permitió ver la ""adolescencia del universo"", el Webb y su tecnología a base de la visión infrarroja, que penetra el polvo y gas cósmico, permite poner el ojo humano en ""las primeras etapas de su niñez"", subrayó Paganini, nacido en Argentina. ""Abre una nueva etapa muy emocionante de exploración espacial"", resaltó el científico. LAS DUDAS QUE RESOLVERÁ  La comunidad científica está de acuerdo en que tras esa gran explosión que dio origen al universo, teoría que se conoce como el ""Big Bang"", todo el cosmos era un manto de hidrógeno y helio, en un periodo llamado Universo Temprano. No hay consenso, sin embargo, en cómo de esa primera etapa de cientos de millones de años se dio paso a las estrellas, galaxias y los diversos planetas observables en la actualidad, además de las condiciones que hicieron y todavía hacen posible la vida. Esa nebulosa científica se debe en gran medida a la falta de herramientas adecuadas de exploración y, por ello, el telescopio James Webb supone ""la pieza que falta en el rompecabezas"", dijo Paganini, algo que va a permitir ver a los científicos ""mas profundamente en el espacio y más allá en el tiempo"". LAS NUEVAS PREGUNTAS QUE SUSCITARÁ  Las nebulosas de Carina y del Anillo del Sur, así como el grupo compacto de galaxias conocido como el Quinteto de Stephan, ubicadas en la constelación de Pegaso, han sido algunas de las primeras imágenes publicadas por la NASA, la Agencia Espacial Europea (ESA, por sus siglas en inglés) y la Agencia Espacial Canadiense (CSA, por sus siglas en inglés). Todas ellas se han revelado con una claridad nunca antes vista y, como dijo el administrador de la NASA, Bill Nelson, durante la presentación el martes, ""muestran cómo Webb ayudará a descubrir las respuestas a las preguntas que aún no sabemos hacer; preguntas que nos ayudarán a comprender mejor nuestro universo y el lugar de la humanidad dentro de él"". Otra de las imágenes del telescopio corresponde al espectro del exoplaneta WASP-96 b, un planeta caliente e ""inflado"" fuera de nuestro sistema solar que revela señales inconfundibles de agua, tal como destacó la NASA, que de la mano del nuevo telescopio se dispone ahora a ""estudiar cientos de otros sistemas para entender de qué están hechas otras atmósferas planetarias"". Paganini destaca que Webb, que fue lanzado al pasado día de Navidad y está ubicado a 1,5 millones de kilómetros, permitirá buscar en exoplanetas ""huellas químicas de habitalidad que eventualmente darán información sobre si existen condiciones que puedan sustentar vida en otros mundos"". Ve muy improbable que el telescopio permita descubrir vida inteligente más allá de nuestro sistema solar, pero sí que pueda ""caracterizar la atmósfera de otros planetas"". ""Planetas que se parecen al nuestro y que podrían albergar vida"", agregó. ""Sin duda, en los próximos 20 años habrán descubrimientos que hoy en día no podemos imaginar"", agregó el científico, quien no duda en calificar de ""privilegio único"" la posibilidad de contar con esta ""ventana"" a la profundidad del espacio. PRODIGIO MECÁNICO  El telescopio James Webb, que ha sido diseñado para que opere un mínimo de cinco años, es un prodigio mecánico cuyo espejo principal de 6,6 metros y un área de 25 metros cuadrados consta de 18 segmentos de berilio cubierto de una capa de oro. Su concepción y creación ha demandado más de dos décadas de trabajo, además de una fuerte cooperación internacional, como se puso de relieve durante la presentación de sus primeras imágenes, las cuales fueron seleccionadas tras un proceso de varios meses. Es una herramienta que cambiará la comprensión del universo, y que de paso puede hacer sentir insignificante la huella humana en el cosmos, aunque Nelson resaltó la ""perseverancia"" e ""inspiración"" que han despertado todos los implicados en su construcción. ",https://www.opinion.com.bo/articulo/ciencia/astronomo-nasa-observaremos-primeros-instantes-big-bang/20220713174635873432.html
299,ciencia,Trasplantan con éxito corazones de cerdo modificados a humanos fallecidos,2022-07-12T17:38:40-04:00,,EFE,"Un equipo de médicos del hospital NYU Langone Health (Nueva York, EEUU) ha trasplantado con éxito corazones de cerdo modificados genéticamente a dos personas recientemente fallecidas que permanecían en soporte vital con respiradores, según informó este martes el centro. Nader Moazami, el director de cirugía de los trasplantes de corazón de ese hospital, supervisó las intervenciones celebradas en junio y julio de este año en las que se integraron los órganos de los animales en dos donantes en muerte cerebral y se supervisó su funcionamiento durante tres días. El experimento sigue a otro similar que se realizó el año pasado en la Universidad de Maryland, en el que se implantó por primera vez un corazón de cerdo modificado genéticamente a un paciente con una enfermedad cardíaca terminal, pero que falleció 49 días después al deteriorarse su condición. De acuerdo con la nota del NYU Langone, en estos dos casos de xenotrasplante (trasplante de animal a humano) no se observaron señales de rechazo tempranas y los corazones funcionaron con normalidad recibiendo la medicación estándar posterior a un trasplante y sin soporte mecánico adicional. El proceso siguió un nuevo protocolo para enfermedades infecciosas que permitió descartar la presencia de un virus porcino (pCMV), mientras que también se aplicaron estrictas medidas para evitar y supervisar la potencial transmisión zoonótica de un retrovirus endógeno porcino (PERV). El director del Instituto de Trasplantes del hospital, Robert Montgomery, responsable del trasplante de un riñón de cerdo modificado a una persona fallecida a finales del año pasado, consideró que la supervisión de los virus porcinos incorporada en este proceso ha sido un elemento clave de su éxito. Los corazones de los cerdos eran de la empresa biotecnológica Revivicor y tenían diez modificaciones genéticas para evitar el rechazo del órgano, su crecimiento anormal en el cuerpo e incompatibilidades entre el animal y el ser humano. Montgomery dijo que los estudios con donantes recientemente fallecidos son esenciales para reunir los datos relativos a los humanos que se necesitan para el progreso de un campo médico que durante décadas, y hasta el año pasado, solo había hecho experimentos en primates. El hospital señaló que estos xenotrasplantes exitosos suponen un avance hacia el desarrollo de un protocolo que asegure un suministro alternativo de órganos para gente con enfermedades cardíacas mortales, justo en un momento de escasez de órganos en Estados Unidos.   ",https://www.opinion.com.bo/articulo/ciencia/trasplantan-exito-corazones-cerdo-modificados-humanos-fallecidos/20220712173840873327.html
300,ciencia,Estudio: La vida es responsable de la formación de casi el 50% de todos los minerales,2022-07-01T18:14:45-04:00,,EFE,"Los seres vivos han jugado un papel clave en la formación de casi la mitad de las especies minerales de la Tierra, mientras que el agua es responsable de más del 80 % de la diversidad mineral, cifras que han sido reveladas por primera vez gracias a dos estudios publicados este viernes. ""La mitad de todas las especies minerales conocidas en la Tierra se han formado a través de procesos biológicos. Y un tercio de esas, sólo han podido formarse gracias a la vida. No conocemos ninguna otra forma en las que se habrían creado"", declara a Efe Robert Hazen. ""Es una afirmación realmente asombrosa por la que hace sólo 20 años me habrían tachado de loco"", continúa Hazen con una sonrisa. Hazen es un mineralogista y astrobiólogo del Instituto Carnegie de Washington, coautor de los dos estudios publicados este viernes en la revista American Mineralogist junto con Shaunna Morrison, de Earth and Planets Laboratory. En uno de los estudios también han colaborado el científico ruso Sergey Krivovichev y el estadounidense Robert Downs. Hazen y Morrison aprovecharon la pandemia para culminar un trabajo de 15 años que estudió las 6.000 especies minerales conocidas, y aprobadas por la Asociación Internacional de Mineralogía (AIM), con el fin de determinar cada uno de los métodos por los que se formaron. ""No tenía ni idea de que esperar porque no sabíamos cuántos métodos de formación había. Podían ser 10 o podían ser 200. Y tras analizar miles de estudios, hemos descubierto 57 variedades en la formación de minerales"", explica Hazen. El científico pone como ejemplos de estos métodos de formación las descargas eléctricas de rayos, impactos de meteoritos o el enfriamiento del magma volcánico. La altas temperaturas y presiones también producen metamorfosis. La pirita es el mineral que puede formarse con el mayor número de métodos, exactamente 21, en algunos casos con la ayuda de microbios y en otros con la absoluta ausencia de vida. Los diamantes, en cambio, pueden crearse a partir de nueve caminos diferentes. Estos casi 60 métodos de formación de minerales se pueden resumir en tres procesos: físicos, químicos y biológicos. ""Más del 80 % de los minerales presentes en la Tierra tuvieron la mediación de agua, por lo que este elemento es fundamental para explicar la diversidad de minerales del planeta"", señala Hazen. La necesidad de la existencia de agua sería una de las razones por las que la diversidad mineral de la Tierra es mucho mayor que en la Luna, Mercurio e incluso Marte, que tienen menos especies minerales. Pero casi tan importante como el papel del agua ha sido el de los procesos biológicos. ""Un tercio de los minerales de la Tierra no se podrían haber formado sin los procesos biológicos"", continúa el mineralogista. Por ejemplo, sin la fotosíntesis de las plantas, el planeta no habría tenido una atmósfera rica en oxígeno, elemento que ha permitido la formación de unos 2.000 minerales, según los autores del estudio. A raíz de su descubrimiento, Hazen y Morrison han propuesto que se modifique la forma de clasificación de los minerales para que, además de considerar su estructura cristalina y composición química, se incorpore su génesis. ""El sistema de AIM es muy eficiente porque utiliza la mínima información posible para describir las especies minerales. En el sistema evolucionado que proponemos, cada mineral es una cápsula de tiempo, contiene toda su historia que nos dice de dónde vino, cuándo, cómo se formó y cómo encaja en la evolución del planeta"", dice. Hazen añade que incluir el origen y evolución de los minerales, y no sólamente su estructura cristalina y composición química, cambia la visión de la diversidad de los minerales en el planeta. Otra revelación de los estudios es el papel desproporcionado que 41 elementos raros (entre ellos arsénico, cadmio, oro, mercurio, plata, titanio uranio o tungsteno) tienen en la formación de un 42 % de los minerales de la Tierra. ""La presencia de un solo átomo de alguno de estos 41 elementos por cada 10.000 átomos de una roca produce un 42 % de todos los minerales del planeta. Me parece algo increíblemente maravilloso"", termina señalando el científico estadounidense.  ",https://www.opinion.com.bo/articulo/ciencia/estudio-vida-es-responsable-formacion-casi-50-todos-minerales/20220701181445872204.html
301,ciencia,SpaceX vuelve a ejercer de taxi y envía al espacio 40 pequeños satélites,2022-04-01T19:08:10-04:00,,EFE,"Un cohete Falcon 9 de la firma privada SpaceX despegó con éxito este viernes desde Cabo Cañaveral, en Florida (EE.UU.), con 40 pequeños satélites a bordo desarrollados por diferentes firmas que han sido parte de la misión Transporter-4. El cohete despegó sobre las 12.24 de la tarde (hora local) de hoy (16.24 horas GMT), desde una plataforma de la Estación de la Fuerza Espacial de Cabo Cañaveral y unos diez minutos después la primera etapa del Falcon 9 aterrizó en la plataforma ""Just Read the Instructions"" colocada en el Atlántico. Esta etapa o parte del cohete recuperada hoy tiene un recorrido de seis viajes previos, el primero de los cuales fue con la misión Crew-1, la primera tripulada desarrollada entre SpaceX y la NASA que en noviembre de 2020 envió astronautas a la Estación Espacial Internacional (EEI). Las misiones Transporter de SpaceX consisten en viajes compartidos que permite asumir entre instituciones privadas y públicas el costo aproximado de más de 50 millones de dólares que supone poner en órbita la carga total. La misión Transporter-4 ha puesto en órbita 40 artefactos, entre ellos ""CubeSats, microsats, picosats"" y otras cargas que principalmente servirán para comunicaciones y de observación terrestre, de acuerdo con la firma privada. Entre lo enviado hoy al espacio destaca el artefacto de monitoreo ambiental EnMAP, de fabricación alemana, con 2.160 libras (980 kilogramos) de peso y que operará a una altitud de unas 404 millas (650 kilómetros) sobre la Tierra. La EnMAP, que ha supuesto una inversión de 330 millones de dólares, proporcionará información detallada sobre el estado de la vegetación y la salud de las plantas, según recoge el medio especializado Spaceflight Now. La de hoy fue la segunda misión Transporter de SpaceX que despega este año, tras el lanzamiento de la Transporter-3 el 13 de enero con más de un centenar de pequeños satélites a bordo, entre los que figuraron seis de la firma española Fossa Systems y el satélite miniatura argentino ""General San Martín"". La primera misión Transporter despegó el 24 de enero de 2021, con un récord de 143 satélites en un solo cohete, a la cual le siguió la Transporter-2 el 30 de junio de ese año con 88 cargas útiles a la órbita.  ",https://www.opinion.com.bo/articulo/ciencia/spacex-vuelve-ejercer-taxi-envia-espacio-40-pequenos-satelites/20220401190810861284.html
